"Espacio";"Asalariados";"Percepciones  por persona";"Salarios";"Salario  Medio Anual";"sexo";"edad";"nacionalidad";"erte"
"Andalucía";1478;1,27;18722363;12667;"Varón";"De 46 a 55 años";"Extranjera";"Sí"
"Aragón";370;1,28;5619627;15188;"Varón";"De 46 a 55 años";"Extranjera";"Sí"
"Asturias, Principado de";130;1,29;1321854;10168;"Varón";"De 46 a 55 años";"Extranjera";"Sí"
"Balears,Illes";1627;1,17;22754494;13986;"Varón";"De 46 a 55 años";"Extranjera";"Sí"
"Canarias";2766;1,2;24839338;8980;"Varón";"De 46 a 55 años";"Extranjera";"Sí"
"Cantabria";86;1,3;1130061;13140;"Varón";"De 46 a 55 años";"Extranjera";"Sí"
"Castilla y León";319;1,34;3902292;12233;"Varón";"De 46 a 55 años";"Extranjera";"Sí"
"Castilla - La Mancha";319;1,34;3855241;12085;"Varón";"De 46 a 55 años";"Extranjera";"Sí"
"Cataluña";5695;1,24;76492235;13431;"Varón";"De 46 a 55 años";"Extranjera";"Sí"
"Comunitat Valenciana";2073;1,74;24090469;11621;"Varón";"De 46 a 55 años";"Extranjera";"Sí"
"Extremadura";56;1,34;698343;12470;"Varón";"De 46 a 55 años";"Extranjera";"Sí"
"Galicia";328;1,33;4096371;12489;"Varón";"De 46 a 55 años";"Extranjera";"Sí"
"Madrid, Comunidad de";2784;1,31;36490461;13107;"Varón";"De 46 a 55 años";"Extranjera";"Sí"
"Murcia, Región de";250;1,36;2889021;11556;"Varón";"De 46 a 55 años";"Extranjera";"Sí"
"Rioja, La";81;1,27;1107868;13677;"Varón";"De 46 a 55 años";"Extranjera";"Sí"
"Total";1433916;1,18;44551491454;31070;"Varón";"De 56 a 65 años";"Española";"No"
"Andalucía";266713;1,31;6798285404;25489;"Varón";"De 56 a 65 años";"Española";"No"
"Aragón";49696;1,13;1515028208;30486;"Varón";"De 56 a 65 años";"Española";"No"
"Asturias, Principado de";34791;1,14;1080950927;31070;"Varón";"De 56 a 65 años";"Española";"No"
"Balears,Illes";29284;1,13;865099595;29542;"Varón";"De 56 a 65 años";"Española";"No"
"Canarias";56353;1,12;1499413914;26608;"Varón";"De 56 a 65 años";"Española";"No"
"Cantabria";20227;1,12;584253258;28885;"Varón";"De 56 a 65 años";"Española";"No"
"Castilla y León";93057;1,12;2600188622;27942;"Varón";"De 56 a 65 años";"Española";"No"
"Castilla - La Mancha";73848;1,17;1922734739;26036;"Varón";"De 56 a 65 años";"Española";"No"
"Cataluña";239970;1,15;8573580440;35728;"Varón";"De 56 a 65 años";"Española";"No"
"Comunitat Valenciana";158039;1,15;4440850766;28100;"Varón";"De 56 a 65 años";"Española";"No"
"Extremadura";40355;1,3;880942904;21830;"Varón";"De 56 a 65 años";"Española";"No"
"Galicia";85538;1,13;2436381735;28483;"Varón";"De 56 a 65 años";"Española";"No"
"Madrid, Comunidad de";225128;1,15;9536421648;42360;"Varón";"De 56 a 65 años";"Española";"No"
"Murcia, Región de";44990;1,16;1307861396;29070;"Varón";"De 56 a 65 años";"Española";"No"
"Rioja, La";10160;1,12;296380570;29171;"Varón";"De 56 a 65 años";"Española";"No"
"Total";82002;1,15;1471413397;17944;"Varón";"De 56 a 65 años";"Española";"Sí"
"Andalucía";11776;1,1;181344858;15400;"Varón";"De 56 a 65 años";"Española";"Sí"
"Aragón";2608;1,09;61527468;23592;"Varón";"De 56 a 65 años";"Española";"Sí"
"Asturias, Principado de";2050;1,12;38673847;18865;"Varón";"De 56 a 65 años";"Española";"Sí"
"Balears,Illes";5183;1,08;97024977;18720;"Varón";"De 56 a 65 años";"Española";"Sí"
"Canarias";7583;1,08;93696543;12356;"Varón";"De 56 a 65 años";"Española";"Sí"
"Cantabria";1326;1,07;24944855;18812;"Varón";"De 56 a 65 años";"Española";"Sí"
"Castilla y León";4574;1,11;76584408;16743;"Varón";"De 56 a 65 años";"Española";"Sí"
"Castilla - La Mancha";2700;1,12;44407060;16447;"Varón";"De 56 a 65 años";"Española";"Sí"
"Cataluña";16151;1,12;324158473;20070;"Varón";"De 56 a 65 años";"Española";"Sí"
"Comunitat Valenciana";9249;1,49;160680544;17373;"Varón";"De 56 a 65 años";"Española";"Sí"
"Extremadura";1161;1,12;15828027;13633;"Varón";"De 56 a 65 años";"Española";"Sí"
"Galicia";3839;1,08;64941245;16916;"Varón";"De 56 a 65 años";"Española";"Sí"
"Madrid, Comunidad de";11558;1,11;248700519;21518;"Varón";"De 56 a 65 años";"Española";"Sí"
"Murcia, Región de";1359;1,17;20343130;14969;"Varón";"De 56 a 65 años";"Española";"Sí"
"Rioja, La";752;1,05;16695912;22202;"Varón";"De 56 a 65 años";"Española";"Sí"
"Total";96892;1,53;1661372546;17147;"Varón";"De 56 a 65 años";"Extranjera";"No"
"Andalucía";11668;1,8;146999241;12598;"Varón";"De 56 a 65 años";"Extranjera";"No"
"Aragón";4166;1,61;60906239;14620;"Varón";"De 56 a 65 años";"Extranjera";"No"
"Asturias, Principado de";639;1,37;11153261;17454;"Varón";"De 56 a 65 años";"Extranjera";"No"
"Balears,Illes";4248;1,35;75723201;17826;"Varón";"De 56 a 65 años";"Extranjera";"No"
"Canarias";4310;1,3;57011687;13228;"Varón";"De 56 a 65 años";"Extranjera";"No"
"Cantabria";625;1,31;10385691;16617;"Varón";"De 56 a 65 años";"Extranjera";"No"
"Castilla y León";3268;1,4;47295887;14472;"Varón";"De 56 a 65 años";"Extranjera";"No"
"Castilla - La Mancha";4084;1,84;52573612;12873;"Varón";"De 56 a 65 años";"Extranjera";"No"
"Cataluña";22065;1,42;451593423;20467;"Varón";"De 56 a 65 años";"Extranjera";"No"
"Comunitat Valenciana";13337;1,57;192606114;14441;"Varón";"De 56 a 65 años";"Extranjera";"No"
"Extremadura";925;2,72;8713216;9420;"Varón";"De 56 a 65 años";"Extranjera";"No"
"Galicia";2029;1,34;32932471;16231;"Varón";"De 56 a 65 años";"Extranjera";"No"
"Madrid, Comunidad de";17505;1,33;415205008;23719;"Varón";"De 56 a 65 años";"Extranjera";"No"
"Murcia, Región de";6734;1,87;81643848;12124;"Varón";"De 56 a 65 años";"Extranjera";"No"
"Rioja, La";937;1,77;12307918;13135;"Varón";"De 56 a 65 años";"Extranjera";"No"
"Total";6070;1,23;70625074;11635;"Varón";"De 56 a 65 años";"Extranjera";"Sí"
"Andalucía";521;1,19;7471706;14341;"Varón";"De 56 a 65 años";"Extranjera";"Sí"
"Aragón";83;1,18;1118052;13471;"Varón";"De 56 a 65 años";"Extranjera";"Sí"
"Asturias, Principado de";42;1,5;527007;12548;"Varón";"De 56 a 65 años";"Extranjera";"Sí"
"Balears,Illes";542;1,1;7011885;12937;"Varón";"De 56 a 65 años";"Extranjera";"Sí"
"Canarias";1008;1,16;8331488;8265;"Varón";"De 56 a 65 años";"Extranjera";"Sí"
"Cantabria";22;1,14;283674;12894;"Varón";"De 56 a 65 años";"Extranjera";"Sí"
"Castilla y León";94;1,23;1086827;11562;"Varón";"De 56 a 65 años";"Extranjera";"Sí"
"Castilla - La Mancha";108;1,19;1127995;10444;"Varón";"De 56 a 65 años";"Extranjera";"Sí"
"Cataluña";1657;1,16;21685646;13087;"Varón";"De 56 a 65 años";"Extranjera";"Sí"
"Comunitat Valenciana";769;1,63;7509972;9766;"Varón";"De 56 a 65 años";"Extranjera";"Sí"
"Extremadura";22;1,14;179779;8172;"Varón";"De 56 a 65 años";"Extranjera";"Sí"
"Galicia";128;1,17;1456846;11382;"Varón";"De 56 a 65 años";"Extranjera";"Sí"
"Madrid, Comunidad de";925;1,19;11360099;12281;"Varón";"De 56 a 65 años";"Extranjera";"Sí"
"Murcia, Región de";98;1,22;859490;8770;"Varón";"De 56 a 65 años";"Extranjera";"Sí"
"Rioja, La";37;1,03;510272;13791;"Varón";"De 56 a 65 años";"Extranjera";"Sí"
"Total";114337;1,1;2846900161;24899;"Varón";"Mayor de 65 años";"Española";"No"
"Andalucía";NA;NA;NA;NA;"Varón";"Mayor de 65 años";"Española";"No"
"Aragón";NA;NA;NA;NA;"Varón";"Mayor de 65 años";"Española";"No"
"Asturias, Principado de";NA;NA;NA;NA;"Varón";"Mayor de 65 años";"Española";"No"
"Balears,Illes";NA;NA;NA;NA;"Varón";"Mayor de 65 años";"Española";"No"
"Canarias";NA;NA;NA;NA;"Varón";"Mayor de 65 años";"Española";"No"
"Cantabria";NA;NA;NA;NA;"Varón";"Mayor de 65 años";"Española";"No"
"Castilla y León";NA;NA;NA;NA;"Varón";"Mayor de 65 años";"Española";"No"
"Castilla - La Mancha";NA;NA;NA;NA;"Varón";"Mayor de 65 años";"Española";"No"
"Cataluña";26814;1,12;659688550;24602;"Varón";"Mayor de 65 años";"Española";"No"
"Comunitat Valenciana";NA;NA;NA;NA;"Varón";"Mayor de 65 años";"Española";"No"
"Extremadura";NA;NA;NA;NA;"Varón";"Mayor de 65 años";"Española";"No"
"Galicia";NA;NA;NA;NA;"Varón";"Mayor de 65 años";"Española";"No"
"Madrid, Comunidad de";NA;NA;NA;NA;"Varón";"Mayor de 65 años";"Española";"No"
"Murcia, Región de";3091;1,09;79616465;25758;"Varón";"Mayor de 65 años";"Española";"No"
"Rioja, La";NA;NA;NA;NA;"Varón";"Mayor de 65 años";"Española";"No"
"Total";1592;1,13;19870106;12481;"Varón";"Mayor de 65 años";"Española";"Sí"
"Andalucía";NA;NA;NA;NA;"Varón";"Mayor de 65 años";"Española";"Sí"
"Aragón";NA;NA;NA;NA;"Varón";"Mayor de 65 años";"Española";"Sí"
"Asturias, Principado de";NA;NA;NA;NA;"Varón";"Mayor de 65 años";"Española";"Sí"
"Balears,Illes";NA;NA;NA;NA;"Varón";"Mayor de 65 años";"Española";"Sí"
"Canarias";NA;NA;NA;NA;"Varón";"Mayor de 65 años";"Española";"Sí"
"Cantabria";NA;NA;NA;NA;"Varón";"Mayor de 65 años";"Española";"Sí"
"Castilla y León";NA;NA;NA;NA;"Varón";"Mayor de 65 años";"Española";"Sí"
"Castilla - La Mancha";NA;NA;NA;NA;"Varón";"Mayor de 65 años";"Española";"Sí"
"Cataluña";387;1,11;5818480;15035;"Varón";"Mayor de 65 años";"Española";"Sí"
"Comunitat Valenciana";NA;NA;NA;NA;"Varón";"Mayor de 65 años";"Española";"Sí"
"Extremadura";NA;NA;NA;NA;"Varón";"Mayor de 65 años";"Española";"Sí"
"Galicia";NA;NA;NA;NA;"Varón";"Mayor de 65 años";"Española";"Sí"
"Madrid, Comunidad de";NA;NA;NA;NA;"Varón";"Mayor de 65 años";"Española";"Sí"
"Murcia, Región de";26;1,08;312078;12003;"Varón";"Mayor de 65 años";"Española";"Sí"
"Rioja, La";NA;NA;NA;NA;"Varón";"Mayor de 65 años";"Española";"Sí"
"Total";8218;1,36;133241268;16213;"Varón";"Mayor de 65 años";"Extranjera";"No"
"Andalucía";NA;NA;NA;NA;"Varón";"Mayor de 65 años";"Extranjera";"No"
"Aragón";NA;NA;NA;NA;"Varón";"Mayor de 65 años";"Extranjera";"No"
"Asturias, Principado de";NA;NA;NA;NA;"Varón";"Mayor de 65 años";"Extranjera";"No"
"Balears,Illes";NA;NA;NA;NA;"Varón";"Mayor de 65 años";"Extranjera";"No"
"Canarias";NA;NA;NA;NA;"Varón";"Mayor de 65 años";"Extranjera";"No"
"Cantabria";NA;NA;NA;NA;"Varón";"Mayor de 65 años";"Extranjera";"No"
"Castilla y León";NA;NA;NA;NA;"Varón";"Mayor de 65 años";"Extranjera";"No"
"Castilla - La Mancha";NA;NA;NA;NA;"Varón";"Mayor de 65 años";"Extranjera";"No"
"Cataluña";1751;1,32;36068474;20599;"Varón";"Mayor de 65 años";"Extranjera";"No"
"Comunitat Valenciana";NA;NA;NA;NA;"Varón";"Mayor de 65 años";"Extranjera";"No"
"Extremadura";NA;NA;NA;NA;"Varón";"Mayor de 65 años";"Extranjera";"No"
"Galicia";NA;NA;NA;NA;"Varón";"Mayor de 65 años";"Extranjera";"No"
"Madrid, Comunidad de";NA;NA;NA;NA;"Varón";"Mayor de 65 años";"Extranjera";"No"
"Murcia, Región de";NA;NA;NA;NA;"Varón";"Mayor de 65 años";"Extranjera";"No"
"Rioja, La";NA;NA;NA;NA;"Varón";"Mayor de 65 años";"Extranjera";"No"
"Total";574;1,16;4256158;7415;"Varón";"Mayor de 65 años";"Extranjera";"Sí"
"Andalucía";NA;NA;NA;NA;"Varón";"Mayor de 65 años";"Extranjera";"Sí"
"Aragón";NA;NA;NA;NA;"Varón";"Mayor de 65 años";"Extranjera";"Sí"
"Asturias, Principado de";NA;NA;NA;NA;"Varón";"Mayor de 65 años";"Extranjera";"Sí"
"Balears,Illes";NA;NA;NA;NA;"Varón";"Mayor de 65 años";"Extranjera";"Sí"
"Canarias";NA;NA;NA;NA;"Varón";"Mayor de 65 años";"Extranjera";"Sí"
"Cantabria";NA;NA;NA;NA;"Varón";"Mayor de 65 años";"Extranjera";"Sí"
"Castilla y León";NA;NA;NA;NA;"Varón";"Mayor de 65 años";"Extranjera";"Sí"
"Castilla - La Mancha";NA;NA;NA;NA;"Varón";"Mayor de 65 años";"Extranjera";"Sí"
"Cataluña";125;1,12;1173090;9385;"Varón";"Mayor de 65 años";"Extranjera";"Sí"
"Comunitat Valenciana";NA;NA;NA;NA;"Varón";"Mayor de 65 años";"Extranjera";"Sí"
"Extremadura";NA;NA;NA;NA;"Varón";"Mayor de 65 años";"Extranjera";"Sí"
"Galicia";NA;NA;NA;NA;"Varón";"Mayor de 65 años";"Extranjera";"Sí"
"Madrid, Comunidad de";NA;NA;NA;NA;"Varón";"Mayor de 65 años";"Extranjera";"Sí"
"Murcia, Región de";NA;NA;NA;NA;"Varón";"Mayor de 65 años";"Extranjera";"Sí"
"Rioja, La";NA;NA;NA;NA;"Varón";"Mayor de 65 años";"Extranjera";"Sí"
"Total";19727;1,16;27539697;1396;"Mujer";"Menor de 18 años";"Española";"No"
"Andalucía";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Española";"No"
"Aragón";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Española";"No"
"Asturias, Principado de";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Española";"No"
"Balears,Illes";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Española";"No"
"Canarias";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Española";"No"
"Cantabria";213;1,08;269779;1267;"Mujer";"Menor de 18 años";"Española";"No"
"Castilla y León";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Española";"No"
"Castilla - La Mancha";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Española";"No"
"Cataluña";6116;1,17;9020147;1475;"Mujer";"Menor de 18 años";"Española";"No"
"Comunitat Valenciana";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Española";"No"
"Extremadura";267;1,12;349005;1307;"Mujer";"Menor de 18 años";"Española";"No"
"Galicia";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Española";"No"
"Madrid, Comunidad de";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Española";"No"
"Murcia, Región de";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Española";"No"
"Rioja, La";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Española";"No"
"Total";72;1,39;591784;8219;"Mujer";"Menor de 18 años";"Española";"Sí"
"Andalucía";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Española";"Sí"
"Aragón";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Española";"Sí"
"Asturias, Principado de";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Española";"Sí"
"Balears,Illes";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Española";"Sí"
"Canarias";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Española";"Sí"
"Cantabria";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Española";"Sí"
"Castilla y León";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Española";"Sí"
"Castilla - La Mancha";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Española";"Sí"
"Cataluña";27;1,44;137600;5096;"Mujer";"Menor de 18 años";"Española";"Sí"
"Comunitat Valenciana";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Española";"Sí"
"Extremadura";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Española";"Sí"
"Galicia";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Española";"Sí"
"Madrid, Comunidad de";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Española";"Sí"
"Murcia, Región de";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Española";"Sí"
"Rioja, La";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Española";"Sí"
"Total";2377;1,53;6291927;2647;"Mujer";"Menor de 18 años";"Extranjera";"No"
"Andalucía";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Extranjera";"No"
"Aragón";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Extranjera";"No"
"Asturias, Principado de";23;1,17;41366;1799;"Mujer";"Menor de 18 años";"Extranjera";"No"
"Balears,Illes";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Extranjera";"No"
"Canarias";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Extranjera";"No"
"Cantabria";20;1,05;51440;2572;"Mujer";"Menor de 18 años";"Extranjera";"No"
"Castilla y León";96;1,49;195480;2036;"Mujer";"Menor de 18 años";"Extranjera";"No"
"Castilla - La Mancha";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Extranjera";"No"
"Cataluña";662;1,29;1889012;2853;"Mujer";"Menor de 18 años";"Extranjera";"No"
"Comunitat Valenciana";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Extranjera";"No"
"Extremadura";49;5,08;97511;1990;"Mujer";"Menor de 18 años";"Extranjera";"No"
"Galicia";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Extranjera";"No"
"Madrid, Comunidad de";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Extranjera";"No"
"Murcia, Región de";63;1,16;134238;2131;"Mujer";"Menor de 18 años";"Extranjera";"No"
"Rioja, La";17;1,29;33796;1988;"Mujer";"Menor de 18 años";"Extranjera";"No"
"Total";29;1,14;292043;10070;"Mujer";"Menor de 18 años";"Extranjera";"Sí"
"Andalucía";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Extranjera";"Sí"
"Aragón";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Extranjera";"Sí"
"Asturias, Principado de";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Extranjera";"Sí"
"Balears,Illes";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Extranjera";"Sí"
"Canarias";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Extranjera";"Sí"
"Cantabria";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Extranjera";"Sí"
"Castilla y León";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Extranjera";"Sí"
"Castilla - La Mancha";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Extranjera";"Sí"
"Cataluña";9;1;77531;8615;"Mujer";"Menor de 18 años";"Extranjera";"Sí"
"Comunitat Valenciana";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Extranjera";"Sí"
"Extremadura";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Extranjera";"Sí"
"Galicia";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Extranjera";"Sí"
"Madrid, Comunidad de";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Extranjera";"Sí"
"Murcia, Región de";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Extranjera";"Sí"
"Rioja, La";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Extranjera";"Sí"
"Total";741309;1,65;5138343729;6931;"Mujer";"De 18 a 25 años";"Española";"No"
"Andalucía";138520;1,67;784329518;5662;"Mujer";"De 18 a 25 años";"Española";"No"
"Aragón";NA;NA;NA;NA;"Mujer";"De 18 a 25 años";"Española";"No"
"Asturias, Principado de";11060;1,54;72636481;6567;"Mujer";"De 18 a 25 años";"Española";"No"
"Balears,Illes";21099;1,56;158936556;7533;"Mujer";"De 18 a 25 años";"Española";"No"
"Canarias";31297;1,53;217512293;6950;"Mujer";"De 18 a 25 años";"Española";"No"
"Cantabria";NA;NA;NA;NA;"Mujer";"De 18 a 25 años";"Española";"No"
"Castilla y León";32708;1,64;219261821;6704;"Mujer";"De 18 a 25 años";"Española";"No"
"Castilla - La Mancha";NA;NA;NA;NA;"Mujer";"De 18 a 25 años";"Española";"No"
"Cataluña";159398;1,7;1321911657;8293;"Mujer";"De 18 a 25 años";"Española";"No"
"Comunitat Valenciana";85433;1,63;537534073;6292;"Mujer";"De 18 a 25 años";"Española";"No"
"Extremadura";NA;NA;NA;NA;"Mujer";"De 18 a 25 años";"Española";"No"
"Galicia";NA;NA;NA;NA;"Mujer";"De 18 a 25 años";"Española";"No"
"Madrid, Comunidad de";110653;1,64;843409202;7622;"Mujer";"De 18 a 25 años";"Española";"No"
"Murcia, Región de";28449;1,66;169280251;5950;"Mujer";"De 18 a 25 años";"Española";"No"
"Rioja, La";NA;NA;NA;NA;"Mujer";"De 18 a 25 años";"Española";"No"
"Total";34326;1,79;279705753;8149;"Mujer";"De 18 a 25 años";"Española";"Sí"
"Andalucía";4386;1,63;35469500;8087;"Mujer";"De 18 a 25 años";"Española";"Sí"
"Aragón";NA;NA;NA;NA;"Mujer";"De 18 a 25 años";"Española";"Sí"
"Asturias, Principado de";685;1,71;5363776;7830;"Mujer";"De 18 a 25 años";"Española";"Sí"
"Balears,Illes";1579;1,45;14843598;9401;"Mujer";"De 18 a 25 años";"Española";"Sí"
"Canarias";1586;1,51;11739397;7402;"Mujer";"De 18 a 25 años";"Española";"Sí"
"Cantabria";NA;NA;NA;NA;"Mujer";"De 18 a 25 años";"Española";"Sí"
"Castilla y León";1627;1,83;12916951;7939;"Mujer";"De 18 a 25 años";"Española";"Sí"
"Castilla - La Mancha";NA;NA;NA;NA;"Mujer";"De 18 a 25 años";"Española";"Sí"
"Cataluña";10667;1,81;90155206;8452;"Mujer";"De 18 a 25 años";"Española";"Sí"
"Comunitat Valenciana";4415;2,18;34251394;7758;"Mujer";"De 18 a 25 años";"Española";"Sí"
"Extremadura";NA;NA;NA;NA;"Mujer";"De 18 a 25 años";"Española";"Sí"
"Galicia";NA;NA;NA;NA;"Mujer";"De 18 a 25 años";"Española";"Sí"
"Madrid, Comunidad de";3177;1,73;25384291;7990;"Mujer";"De 18 a 25 años";"Española";"Sí"
"Murcia, Región de";1059;1,75;7744972;7313;"Mujer";"De 18 a 25 años";"Española";"Sí"
"Rioja, La";NA;NA;NA;NA;"Mujer";"De 18 a 25 años";"Española";"Sí"
"Total";101589;1,74;701435853;6905;"Mujer";"De 18 a 25 años";"Extranjera";"No"
"Andalucía";13389;1,96;81524541;6089;"Mujer";"De 18 a 25 años";"Extranjera";"No"
"Aragón";NA;NA;NA;NA;"Mujer";"De 18 a 25 años";"Extranjera";"No"
"Asturias, Principado de";816;1,6;4566949;5597;"Mujer";"De 18 a 25 años";"Extranjera";"No"
"Balears,Illes";4053;1,51;29936608;7386;"Mujer";"De 18 a 25 años";"Extranjera";"No"
"Canarias";4008;1,52;24652253;6151;"Mujer";"De 18 a 25 años";"Extranjera";"No"
"Cantabria";NA;NA;NA;NA;"Mujer";"De 18 a 25 años";"Extranjera";"No"
"Castilla y León";3824;1,76;21603323;5649;"Mujer";"De 18 a 25 años";"Extranjera";"No"
"Castilla - La Mancha";NA;NA;NA;NA;"Mujer";"De 18 a 25 años";"Extranjera";"No"
"Cataluña";24504;1,6;206281366;8418;"Mujer";"De 18 a 25 años";"Extranjera";"No"
"Comunitat Valenciana";12097;1,65;71366128;5899;"Mujer";"De 18 a 25 años";"Extranjera";"No"
