"Espacio";"Asalariados";"Percepciones  por persona";"Salarios";"Salario  Medio Anual";"sexo";"edad";"nacionalidad";"erte"
"Andalucía";NA;NA;NA;NA;"Varón";"Menor de 18 años";"Española";"Sí"
"Aragón";NA;NA;NA;NA;"Varón";"Menor de 18 años";"Española";"Sí"
"Asturias, Principado de";NA;NA;NA;NA;"Varón";"Menor de 18 años";"Española";"Sí"
"Balears,Illes";NA;NA;NA;NA;"Varón";"Menor de 18 años";"Española";"Sí"
"Canarias";NA;NA;NA;NA;"Varón";"Menor de 18 años";"Española";"Sí"
"Cantabria";NA;NA;NA;NA;"Varón";"Menor de 18 años";"Española";"Sí"
"Castilla y León";NA;NA;NA;NA;"Varón";"Menor de 18 años";"Española";"Sí"
"Castilla - La Mancha";NA;NA;NA;NA;"Varón";"Menor de 18 años";"Española";"Sí"
"Cataluña";11;1,18;68138;6194;"Varón";"Menor de 18 años";"Española";"Sí"
"Comunitat Valenciana";NA;NA;NA;NA;"Varón";"Menor de 18 años";"Española";"Sí"
"Extremadura";NA;NA;NA;NA;"Varón";"Menor de 18 años";"Española";"Sí"
"Galicia";NA;NA;NA;NA;"Varón";"Menor de 18 años";"Española";"Sí"
"Madrid, Comunidad de";NA;NA;NA;NA;"Varón";"Menor de 18 años";"Española";"Sí"
"Murcia, Región de";NA;NA;NA;NA;"Varón";"Menor de 18 años";"Española";"Sí"
"Rioja, La";NA;NA;NA;NA;"Varón";"Menor de 18 años";"Española";"Sí"
"Total";4211;1,63;14660516;3481;"Varón";"Menor de 18 años";"Extranjera";"No"
"Andalucía";NA;NA;NA;NA;"Varón";"Menor de 18 años";"Extranjera";"No"
"Aragón";243;1,65;1046697;4307;"Varón";"Menor de 18 años";"Extranjera";"No"
"Asturias, Principado de";21;1,48;47392;2257;"Varón";"Menor de 18 años";"Extranjera";"No"
"Balears,Illes";NA;NA;NA;NA;"Varón";"Menor de 18 años";"Extranjera";"No"
"Canarias";NA;NA;NA;NA;"Varón";"Menor de 18 años";"Extranjera";"No"
"Cantabria";NA;NA;NA;NA;"Varón";"Menor de 18 años";"Extranjera";"No"
"Castilla y León";NA;NA;NA;NA;"Varón";"Menor de 18 años";"Extranjera";"No"
"Castilla - La Mancha";303;2,22;845478;2790;"Varón";"Menor de 18 años";"Extranjera";"No"
"Cataluña";1119;1,28;4108556;3672;"Varón";"Menor de 18 años";"Extranjera";"No"
"Comunitat Valenciana";NA;NA;NA;NA;"Varón";"Menor de 18 años";"Extranjera";"No"
"Extremadura";66;5,08;166658;2525;"Varón";"Menor de 18 años";"Extranjera";"No"
"Galicia";53;1,25;163686;3088;"Varón";"Menor de 18 años";"Extranjera";"No"
"Madrid, Comunidad de";NA;NA;NA;NA;"Varón";"Menor de 18 años";"Extranjera";"No"
"Murcia, Región de";NA;NA;NA;NA;"Varón";"Menor de 18 años";"Extranjera";"No"
"Rioja, La";55;1,98;211995;3854;"Varón";"Menor de 18 años";"Extranjera";"No"
"Total";27;1,26;260281;9640;"Varón";"Menor de 18 años";"Extranjera";"Sí"
"Andalucía";NA;NA;NA;NA;"Varón";"Menor de 18 años";"Extranjera";"Sí"
"Aragón";NA;NA;NA;NA;"Varón";"Menor de 18 años";"Extranjera";"Sí"
"Asturias, Principado de";NA;NA;NA;NA;"Varón";"Menor de 18 años";"Extranjera";"Sí"
"Balears,Illes";NA;NA;NA;NA;"Varón";"Menor de 18 años";"Extranjera";"Sí"
"Canarias";NA;NA;NA;NA;"Varón";"Menor de 18 años";"Extranjera";"Sí"
"Cantabria";NA;NA;NA;NA;"Varón";"Menor de 18 años";"Extranjera";"Sí"
"Castilla y León";NA;NA;NA;NA;"Varón";"Menor de 18 años";"Extranjera";"Sí"
"Castilla - La Mancha";NA;NA;NA;NA;"Varón";"Menor de 18 años";"Extranjera";"Sí"
"Cataluña";8;1,25;92760;11595;"Varón";"Menor de 18 años";"Extranjera";"Sí"
"Comunitat Valenciana";NA;NA;NA;NA;"Varón";"Menor de 18 años";"Extranjera";"Sí"
"Extremadura";NA;NA;NA;NA;"Varón";"Menor de 18 años";"Extranjera";"Sí"
"Galicia";NA;NA;NA;NA;"Varón";"Menor de 18 años";"Extranjera";"Sí"
"Madrid, Comunidad de";NA;NA;NA;NA;"Varón";"Menor de 18 años";"Extranjera";"Sí"
"Murcia, Región de";NA;NA;NA;NA;"Varón";"Menor de 18 años";"Extranjera";"Sí"
"Rioja, La";NA;NA;NA;NA;"Varón";"Menor de 18 años";"Extranjera";"Sí"
"Total";849244;1,64;6918314704;8146;"Varón";"De 18 a 25 años";"Española";"No"
"Andalucía";170982;1,86;1187503416;6945;"Varón";"De 18 a 25 años";"Española";"No"
"Aragón";NA;NA;NA;NA;"Varón";"De 18 a 25 años";"Española";"No"
"Asturias, Principado de";NA;NA;NA;NA;"Varón";"De 18 a 25 años";"Española";"No"
"Balears,Illes";23029;1,48;194609205;8451;"Varón";"De 18 a 25 años";"Española";"No"
"Canarias";31940;1,46;237034292;7421;"Varón";"De 18 a 25 años";"Española";"No"
"Cantabria";NA;NA;NA;NA;"Varón";"De 18 a 25 años";"Española";"No"
"Castilla y León";39901;1,55;331341861;8304;"Varón";"De 18 a 25 años";"Española";"No"
"Castilla - La Mancha";NA;NA;NA;NA;"Varón";"De 18 a 25 años";"Española";"No"
"Cataluña";167203;1,6;1551976291;9282;"Varón";"De 18 a 25 años";"Española";"No"
"Comunitat Valenciana";97062;1,57;767142390;7904;"Varón";"De 18 a 25 años";"Española";"No"
"Extremadura";NA;NA;NA;NA;"Varón";"De 18 a 25 años";"Española";"No"
"Galicia";NA;NA;NA;NA;"Varón";"De 18 a 25 años";"Española";"No"
"Madrid, Comunidad de";121486;1,59;1031606039;8492;"Varón";"De 18 a 25 años";"Española";"No"
"Murcia, Región de";33953;1,65;268316619;7903;"Varón";"De 18 a 25 años";"Española";"No"
"Rioja, La";NA;NA;NA;NA;"Varón";"De 18 a 25 años";"Española";"No"
"Total";30202;1,66;283384640;9383;"Varón";"De 18 a 25 años";"Española";"Sí"
"Andalucía";3843;1,56;34577670;8998;"Varón";"De 18 a 25 años";"Española";"Sí"
"Aragón";NA;NA;NA;NA;"Varón";"De 18 a 25 años";"Española";"Sí"
"Asturias, Principado de";NA;NA;NA;NA;"Varón";"De 18 a 25 años";"Española";"Sí"
"Balears,Illes";1594;1,38;15597030;9785;"Varón";"De 18 a 25 años";"Española";"Sí"
"Canarias";1825;1,38;14310863;7842;"Varón";"De 18 a 25 años";"Española";"Sí"
"Cantabria";NA;NA;NA;NA;"Varón";"De 18 a 25 años";"Española";"Sí"
"Castilla y León";1405;1,62;13798398;9821;"Varón";"De 18 a 25 años";"Española";"Sí"
"Castilla - La Mancha";NA;NA;NA;NA;"Varón";"De 18 a 25 años";"Española";"Sí"
"Cataluña";8941;1,65;89397598;9999;"Varón";"De 18 a 25 años";"Española";"Sí"
"Comunitat Valenciana";3877;2,1;34316567;8851;"Varón";"De 18 a 25 años";"Española";"Sí"
"Extremadura";NA;NA;NA;NA;"Varón";"De 18 a 25 años";"Española";"Sí"
"Galicia";NA;NA;NA;NA;"Varón";"De 18 a 25 años";"Española";"Sí"
"Madrid, Comunidad de";3112;1,65;28991753;9316;"Varón";"De 18 a 25 años";"Española";"Sí"
"Murcia, Región de";745;1,74;6108080;8199;"Varón";"De 18 a 25 años";"Española";"Sí"
"Rioja, La";NA;NA;NA;NA;"Varón";"De 18 a 25 años";"Española";"Sí"
"Total";140902;1,98;1287932874;9141;"Varón";"De 18 a 25 años";"Extranjera";"No"
"Andalucía";19988;2,43;164081889;8209;"Varón";"De 18 a 25 años";"Extranjera";"No"
"Aragón";NA;NA;NA;NA;"Varón";"De 18 a 25 años";"Extranjera";"No"
"Asturias, Principado de";NA;NA;NA;NA;"Varón";"De 18 a 25 años";"Extranjera";"No"
"Balears,Illes";5028;1,63;47280129;9403;"Varón";"De 18 a 25 años";"Extranjera";"No"
"Canarias";4268;1,6;29400463;6889;"Varón";"De 18 a 25 años";"Extranjera";"No"
"Cantabria";NA;NA;NA;NA;"Varón";"De 18 a 25 años";"Extranjera";"No"
"Castilla y León";5427;1,89;46540156;8576;"Varón";"De 18 a 25 años";"Extranjera";"No"
"Castilla - La Mancha";NA;NA;NA;NA;"Varón";"De 18 a 25 años";"Extranjera";"No"
"Cataluña";35482;1,71;373654230;10531;"Varón";"De 18 a 25 años";"Extranjera";"No"
"Comunitat Valenciana";16656;2,01;133766081;8031;"Varón";"De 18 a 25 años";"Extranjera";"No"
"Extremadura";NA;NA;NA;NA;"Varón";"De 18 a 25 años";"Extranjera";"No"
"Galicia";NA;NA;NA;NA;"Varón";"De 18 a 25 años";"Extranjera";"No"
"Madrid, Comunidad de";24266;1,71;248525739;10242;"Varón";"De 18 a 25 años";"Extranjera";"No"
"Murcia, Región de";6954;2,44;57184091;8223;"Varón";"De 18 a 25 años";"Extranjera";"No"
"Rioja, La";NA;NA;NA;NA;"Varón";"De 18 a 25 años";"Extranjera";"No"
"Total";6859;1,67;65186586;9504;"Varón";"De 18 a 25 años";"Extranjera";"Sí"
"Andalucía";616;1,62;5872026;9533;"Varón";"De 18 a 25 años";"Extranjera";"Sí"
"Aragón";NA;NA;NA;NA;"Varón";"De 18 a 25 años";"Extranjera";"Sí"
"Asturias, Principado de";NA;NA;NA;NA;"Varón";"De 18 a 25 años";"Extranjera";"Sí"
"Balears,Illes";415;1,34;4109946;9903;"Varón";"De 18 a 25 años";"Extranjera";"Sí"
"Canarias";518;1,43;3684659;7113;"Varón";"De 18 a 25 años";"Extranjera";"Sí"
"Cantabria";NA;NA;NA;NA;"Varón";"De 18 a 25 años";"Extranjera";"Sí"
"Castilla y León";267;1,81;2681780;10044;"Varón";"De 18 a 25 años";"Extranjera";"Sí"
"Castilla - La Mancha";NA;NA;NA;NA;"Varón";"De 18 a 25 años";"Extranjera";"Sí"
"Cataluña";2300;1,58;22848319;9934;"Varón";"De 18 a 25 años";"Extranjera";"Sí"
"Comunitat Valenciana";828;2,07;7464855;9016;"Varón";"De 18 a 25 años";"Extranjera";"Sí"
"Extremadura";NA;NA;NA;NA;"Varón";"De 18 a 25 años";"Extranjera";"Sí"
"Galicia";NA;NA;NA;NA;"Varón";"De 18 a 25 años";"Extranjera";"Sí"
"Madrid, Comunidad de";962;1,7;9419294;9791;"Varón";"De 18 a 25 años";"Extranjera";"Sí"
"Murcia, Región de";141;1,74;1175906;8340;"Varón";"De 18 a 25 años";"Extranjera";"Sí"
"Rioja, La";NA;NA;NA;NA;"Varón";"De 18 a 25 años";"Extranjera";"Sí"
"Total";1550719;1,53;30618564667;19745;"Varón";"De 26 a 35 años";"Española";"No"
"Andalucía";330065;1,73;5159421178;15632;"Varón";"De 26 a 35 años";"Española";"No"
"Aragón";43496;1,45;929353392;21366;"Varón";"De 26 a 35 años";"Española";"No"
"Asturias, Principado de";28151;1,44;552394441;19623;"Varón";"De 26 a 35 años";"Española";"No"
"Balears,Illes";35719;1,45;678326826;18991;"Varón";"De 26 a 35 años";"Española";"No"
"Canarias";71445;1,42;1124323066;15737;"Varón";"De 26 a 35 años";"Española";"No"
"Cantabria";17634;1,43;332130500;18835;"Varón";"De 26 a 35 años";"Española";"No"
"Castilla y León";75389;1,45;1470287793;19503;"Varón";"De 26 a 35 años";"Española";"No"
"Castilla - La Mancha";79138;1,52;1462487613;18480;"Varón";"De 26 a 35 años";"Española";"No"
"Cataluña";244865;1,46;5797349940;23676;"Varón";"De 26 a 35 años";"Española";"No"
"Comunitat Valenciana";167503;1,47;3134251194;18712;"Varón";"De 26 a 35 años";"Española";"No"
"Extremadura";44322;1,73;662021773;14937;"Varón";"De 26 a 35 años";"Española";"No"
"Galicia";86528;1,43;1574293003;18194;"Varón";"De 26 a 35 años";"Española";"No"
"Madrid, Comunidad de";254200;1,46;6428640895;25290;"Varón";"De 26 a 35 años";"Española";"No"
"Murcia, Región de";56454;1,49;1003524239;17776;"Varón";"De 26 a 35 años";"Española";"No"
"Rioja, La";8683;1,45;167566231;19298;"Varón";"De 26 a 35 años";"Española";"No"
"Total";105260;1,46;1502363818;14273;"Varón";"De 26 a 35 años";"Española";"Sí"
"Andalucía";18288;1,42;228885108;12516;"Varón";"De 26 a 35 años";"Española";"Sí"
"Aragón";3036;1,35;56211360;18515;"Varón";"De 26 a 35 años";"Española";"Sí"
"Asturias, Principado de";1988;1,41;27866838;14018;"Varón";"De 26 a 35 años";"Española";"Sí"
"Balears,Illes";6097;1,31;86528373;14192;"Varón";"De 26 a 35 años";"Española";"Sí"
"Canarias";8479;1,29;87561849;10327;"Varón";"De 26 a 35 años";"Española";"Sí"
"Cantabria";1001;1,38;14293268;14279;"Varón";"De 26 a 35 años";"Española";"Sí"
"Castilla y León";5412;1,38;84362538;15588;"Varón";"De 26 a 35 años";"Española";"Sí"
"Castilla - La Mancha";3606;1,47;51427498;14262;"Varón";"De 26 a 35 años";"Española";"Sí"
"Cataluña";20702;1,46;333926446;16130;"Varón";"De 26 a 35 años";"Española";"Sí"
"Comunitat Valenciana";12519;1,81;184139558;14709;"Varón";"De 26 a 35 años";"Española";"Sí"
"Extremadura";1915;1,47;22057147;11518;"Varón";"De 26 a 35 años";"Española";"Sí"
"Galicia";6095;1,47;81500908;13372;"Varón";"De 26 a 35 años";"Española";"Sí"
"Madrid, Comunidad de";13008;1,44;203174898;15619;"Varón";"De 26 a 35 años";"Española";"Sí"
"Murcia, Región de";2138;1,55;25776922;12057;"Varón";"De 26 a 35 años";"Española";"Sí"
"Rioja, La";787;1,44;12770645;16227;"Varón";"De 26 a 35 años";"Española";"Sí"
"Total";318968;1,8;4864724257;15251;"Varón";"De 26 a 35 años";"Extranjera";"No"
"Andalucía";42642;2,26;515060972;12079;"Varón";"De 26 a 35 años";"Extranjera";"No"
"Aragón";11815;1,84;171016536;14475;"Varón";"De 26 a 35 años";"Extranjera";"No"
"Asturias, Principado de";2331;1,74;31808727;13646;"Varón";"De 26 a 35 años";"Extranjera";"No"
"Balears,Illes";12513;1,59;172509103;13786;"Varón";"De 26 a 35 años";"Extranjera";"No"
"Canarias";11708;1,6;132459545;11314;"Varón";"De 26 a 35 años";"Extranjera";"No"
"Cantabria";2185;1,7;26825835;12277;"Varón";"De 26 a 35 años";"Extranjera";"No"
"Castilla y León";10160;1,75;135051752;13292;"Varón";"De 26 a 35 años";"Extranjera";"No"
"Castilla - La Mancha";13166;2,3;157868935;11991;"Varón";"De 26 a 35 años";"Extranjera";"No"
"Cataluña";85179;1,59;1569064503;18421;"Varón";"De 26 a 35 años";"Extranjera";"No"
"Comunitat Valenciana";34415;1,83;473925486;13771;"Varón";"De 26 a 35 años";"Extranjera";"No"
"Extremadura";2607;3,54;22615735;8675;"Varón";"De 26 a 35 años";"Extranjera";"No"
"Galicia";6866;1,68;93432307;13608;"Varón";"De 26 a 35 años";"Extranjera";"No"
"Madrid, Comunidad de";67268;1,61;1166992312;17348;"Varón";"De 26 a 35 años";"Extranjera";"No"
"Murcia, Región de";12714;2,22;154374945;12142;"Varón";"De 26 a 35 años";"Extranjera";"No"
"Rioja, La";2549;1,87;32799901;12868;"Varón";"De 26 a 35 años";"Extranjera";"No"
"Total";25106;1,5;291244027;11601;"Varón";"De 26 a 35 años";"Extranjera";"Sí"
"Andalucía";2024;1,43;22589017;11161;"Varón";"De 26 a 35 años";"Extranjera";"Sí"
"Aragón";525;1,49;7477123;14242;"Varón";"De 26 a 35 años";"Extranjera";"Sí"
"Asturias, Principado de";304;1,41;3272248;10764;"Varón";"De 26 a 35 años";"Extranjera";"Sí"
"Balears,Illes";1878;1,32;24300505;12940;"Varón";"De 26 a 35 años";"Extranjera";"Sí"
"Canarias";2747;1,34;24252483;8829;"Varón";"De 26 a 35 años";"Extranjera";"Sí"
"Cantabria";182;1,51;2090620;11487;"Varón";"De 26 a 35 años";"Extranjera";"Sí"
"Castilla y León";656;1,49;7798696;11888;"Varón";"De 26 a 35 años";"Extranjera";"Sí"
"Castilla - La Mancha";417;1,55;4701227;11274;"Varón";"De 26 a 35 años";"Extranjera";"Sí"
"Cataluña";8452;1,44;104323240;12343;"Varón";"De 26 a 35 años";"Extranjera";"Sí"
"Comunitat Valenciana";2707;1,96;29670760;10961;"Varón";"De 26 a 35 años";"Extranjera";"Sí"
"Extremadura";114;1,52;1212520;10636;"Varón";"De 26 a 35 años";"Extranjera";"Sí"
"Galicia";589;1,53;6092125;10343;"Varón";"De 26 a 35 años";"Extranjera";"Sí"
"Madrid, Comunidad de";3945;1,55;47364048;12006;"Varón";"De 26 a 35 años";"Extranjera";"Sí"
"Murcia, Región de";373;1,53;3743218;10035;"Varón";"De 26 a 35 años";"Extranjera";"Sí"
"Rioja, La";131;1,39;1752515;13378;"Varón";"De 26 a 35 años";"Extranjera";"Sí"
"Total";2084856;1,33;56956243765;27319;"Varón";"De 36 a 45 años";"Española";"No"
"Andalucía";420376;1,48;9257738484;22023;"Varón";"De 36 a 45 años";"Española";"No"
"Aragón";60991;1,27;1730039486;28365;"Varón";"De 36 a 45 años";"Española";"No"
"Asturias, Principado de";47274;1,3;1268153439;26826;"Varón";"De 36 a 45 años";"Española";"No"
"Balears,Illes";46060;1,3;1179607092;25610;"Varón";"De 36 a 45 años";"Española";"No"
"Canarias";93285;1,28;2024664693;21704;"Varón";"De 36 a 45 años";"Española";"No"
"Cantabria";27993;1,25;722292870;25803;"Varón";"De 36 a 45 años";"Española";"No"
"Castilla y León";107002;1,27;2751460271;25714;"Varón";"De 36 a 45 años";"Española";"No"
"Castilla - La Mancha";104572;1,33;2606023298;24921;"Varón";"De 36 a 45 años";"Española";"No"
"Cataluña";333853;1,28;10705706480;32067;"Varón";"De 36 a 45 años";"Española";"No"
"Comunitat Valenciana";234388;1,3;5919530977;25255;"Varón";"De 36 a 45 años";"Española";"No"
"Extremadura";52055;1,47;1055386568;20274;"Varón";"De 36 a 45 años";"Española";"No"
"Galicia";132136;1,27;3203575371;24245;"Varón";"De 36 a 45 años";"Española";"No"
"Madrid, Comunidad de";331261;1,29;12197538050;36822;"Varón";"De 36 a 45 años";"Española";"No"
"Murcia, Región de";73266;1,3;1775759831;24237;"Varón";"De 36 a 45 años";"Española";"No"
"Rioja, La";12830;1,25;338644937;26395;"Varón";"De 36 a 45 años";"Española";"No"
"Total";137038;1,28;2547726386;18591;"Varón";"De 36 a 45 años";"Española";"Sí"
"Andalucía";23701;1,24;372506352;15717;"Varón";"De 36 a 45 años";"Española";"Sí"
"Aragón";3668;1,23;81767340;22292;"Varón";"De 36 a 45 años";"Española";"Sí"
"Asturias, Principado de";3237;1,27;59421438;18357;"Varón";"De 36 a 45 años";"Española";"Sí"
"Balears,Illes";7064;1,21;130676278;18499;"Varón";"De 36 a 45 años";"Española";"Sí"
"Canarias";10787;1,2;129104356;11969;"Varón";"De 36 a 45 años";"Española";"Sí"
"Cantabria";1723;1,2;33523332;19456;"Varón";"De 36 a 45 años";"Española";"Sí"
"Castilla y León";7423;1,22;144206141;19427;"Varón";"De 36 a 45 años";"Española";"Sí"
"Castilla - La Mancha";4439;1,28;84891953;19124;"Varón";"De 36 a 45 años";"Española";"Sí"
"Cataluña";25827;1,24;552675318;21399;"Varón";"De 36 a 45 años";"Española";"Sí"
"Comunitat Valenciana";16214;1,56;303125829;18695;"Varón";"De 36 a 45 años";"Española";"Sí"
"Extremadura";2052;1,32;28124469;13706;"Varón";"De 36 a 45 años";"Española";"Sí"
"Galicia";9242;1,23;173349032;18757;"Varón";"De 36 a 45 años";"Española";"Sí"
"Madrid, Comunidad de";18227;1,26;398657660;21872;"Varón";"De 36 a 45 años";"Española";"Sí"
"Murcia, Región de";2294;1,33;34663531;15111;"Varón";"De 36 a 45 años";"Española";"Sí"
"Rioja, La";973;1,22;18856616;19380;"Varón";"De 36 a 45 años";"Española";"Sí"
"Total";407146;1,74;6783395433;16661;"Varón";"De 36 a 45 años";"Extranjera";"No"
"Andalucía";56660;2,24;671080786;11844;"Varón";"De 36 a 45 años";"Extranjera";"No"
"Aragón";16669;1,74;272264749;16334;"Varón";"De 36 a 45 años";"Extranjera";"No"
"Asturias, Principado de";2918;1,69;46225543;15842;"Varón";"De 36 a 45 años";"Extranjera";"No"
"Balears,Illes";16295;1,5;256774690;15758;"Varón";"De 36 a 45 años";"Extranjera";"No"
"Canarias";12985;1,53;166660650;12835;"Varón";"De 36 a 45 años";"Extranjera";"No"
"Cantabria";2459;1,59;37125013;15098;"Varón";"De 36 a 45 años";"Extranjera";"No"
"Castilla y León";12679;1,6;194383004;15331;"Varón";"De 36 a 45 años";"Extranjera";"No"
"Castilla - La Mancha";19720;2,1;277111520;14052;"Varón";"De 36 a 45 años";"Extranjera";"No"
"Cataluña";103220;1,53;2068671845;20041;"Varón";"De 36 a 45 años";"Extranjera";"No"
"Comunitat Valenciana";47999;1,74;711789432;14829;"Varón";"De 36 a 45 años";"Extranjera";"No"
"Extremadura";2967;3,19;32198363;10852;"Varón";"De 36 a 45 años";"Extranjera";"No"
"Galicia";8386;1,57;130089588;15513;"Varón";"De 36 a 45 años";"Extranjera";"No"
"Madrid, Comunidad de";74980;1,48;1522833754;20310;"Varón";"De 36 a 45 años";"Extranjera";"No"
"Murcia, Región de";24418;2,13;323281679;13239;"Varón";"De 36 a 45 años";"Extranjera";"No"
"Rioja, La";3444;1,8;55229705;16036;"Varón";"De 36 a 45 años";"Extranjera";"No"
"Total";30362;1,37;372975949;12284;"Varón";"De 36 a 45 años";"Extranjera";"Sí"
"Andalucía";2536;1,32;31462913;12407;"Varón";"De 36 a 45 años";"Extranjera";"Sí"
"Aragón";539;1,35;7975791;14797;"Varón";"De 36 a 45 años";"Extranjera";"Sí"
"Asturias, Principado de";302;1,4;3372240;11166;"Varón";"De 36 a 45 años";"Extranjera";"Sí"
"Balears,Illes";2560;1,23;34648405;13535;"Varón";"De 36 a 45 años";"Extranjera";"Sí"
"Canarias";3629;1,24;33193400;9147;"Varón";"De 36 a 45 años";"Extranjera";"Sí"
"Cantabria";155;1,39;1760944;11361;"Varón";"De 36 a 45 años";"Extranjera";"Sí"
"Castilla y León";567;1,39;7127288;12570;"Varón";"De 36 a 45 años";"Extranjera";"Sí"
"Castilla - La Mancha";551;1,34;6555710;11898;"Varón";"De 36 a 45 años";"Extranjera";"Sí"
"Cataluña";10284;1,31;134130207;13043;"Varón";"De 36 a 45 años";"Extranjera";"Sí"
"Comunitat Valenciana";3092;1,85;36769168;11892;"Varón";"De 36 a 45 años";"Extranjera";"Sí"
"Extremadura";115;1,43;1263478;10987;"Varón";"De 36 a 45 años";"Extranjera";"Sí"
"Galicia";578;1,44;6862227;11872;"Varón";"De 36 a 45 años";"Extranjera";"Sí"
"Madrid, Comunidad de";4839;1,35;60659291;12536;"Varón";"De 36 a 45 años";"Extranjera";"Sí"
"Murcia, Región de";396;1,4;4375447;11049;"Varón";"De 36 a 45 años";"Extranjera";"Sí"
"Rioja, La";131;1,34;1974184;15070;"Varón";"De 36 a 45 años";"Extranjera";"Sí"
"Total";2191230;1,26;68198918865;31124;"Varón";"De 46 a 55 años";"Española";"No"
"Andalucía";419303;1,4;10414229757;24837;"Varón";"De 46 a 55 años";"Española";"No"
"Aragón";67995;1,21;2146077006;31562;"Varón";"De 46 a 55 años";"Española";"No"
"Asturias, Principado de";51559;1,23;1569301328;30437;"Varón";"De 46 a 55 años";"Española";"No"
"Balears,Illes";47333;1,22;1401683300;29613;"Varón";"De 46 a 55 años";"Española";"No"
"Canarias";100278;1,21;2485639785;24787;"Varón";"De 46 a 55 años";"Española";"No"
"Cantabria";28593;1,2;818605171;28630;"Varón";"De 46 a 55 años";"Española";"No"
"Castilla y León";120299;1,2;3388423013;28167;"Varón";"De 46 a 55 años";"Española";"No"
"Castilla - La Mancha";107054;1,26;2851234569;26634;"Varón";"De 46 a 55 años";"Española";"No"
"Cataluña";369978;1,22;13491279202;36465;"Varón";"De 46 a 55 años";"Española";"No"
"Comunitat Valenciana";246682;1,23;6934819475;28112;"Varón";"De 46 a 55 años";"Española";"No"
"Extremadura";55117;1,43;1184670639;21494;"Varón";"De 46 a 55 años";"Española";"No"
"Galicia";134753;1,2;3760663035;27908;"Varón";"De 46 a 55 años";"Española";"No"
"Madrid, Comunidad de";348621;1,22;15107624962;43335;"Varón";"De 46 a 55 años";"Española";"No"
"Murcia, Región de";72483;1,24;1982469861;27351;"Varón";"De 46 a 55 años";"Española";"No"
"Rioja, La";14070;1,2;416466509;29600;"Varón";"De 46 a 55 años";"Española";"No"
"Total";142828;1,21;2902399179;20321;"Varón";"De 46 a 55 años";"Española";"Sí"
"Andalucía";21723;1,18;366362646;16865;"Varón";"De 46 a 55 años";"Española";"Sí"
"Aragón";4242;1,17;100887486;23783;"Varón";"De 46 a 55 años";"Española";"Sí"
"Asturias, Principado de";3305;1,2;62195065;18818;"Varón";"De 46 a 55 años";"Española";"Sí"
"Balears,Illes";7321;1,15;150266695;20525;"Varón";"De 46 a 55 años";"Española";"Sí"
"Canarias";12954;1,13;166475493;12851;"Varón";"De 46 a 55 años";"Española";"Sí"
"Cantabria";2210;1,13;50625924;22908;"Varón";"De 46 a 55 años";"Española";"Sí"
"Castilla y León";7570;1,17;150089203;19827;"Varón";"De 46 a 55 años";"Española";"Sí"
"Castilla - La Mancha";4451;1,22;84108678;18897;"Varón";"De 46 a 55 años";"Española";"Sí"
"Cataluña";29648;1,16;706174151;23819;"Varón";"De 46 a 55 años";"Española";"Sí"
"Comunitat Valenciana";16034;1,5;317813145;19821;"Varón";"De 46 a 55 años";"Española";"Sí"
"Extremadura";1902;1,22;29080529;15289;"Varón";"De 46 a 55 años";"Española";"Sí"
"Galicia";8371;1,16;169057803;20196;"Varón";"De 46 a 55 años";"Española";"Sí"
"Madrid, Comunidad de";19306;1,18;479933833;24859;"Varón";"De 46 a 55 años";"Española";"Sí"
"Murcia, Región de";2378;1,26;37892801;15935;"Varón";"De 46 a 55 años";"Española";"Sí"
"Rioja, La";1244;1,13;29585450;23783;"Varón";"De 46 a 55 años";"Española";"Sí"
"Total";279617;1,65;4885857567;17473;"Varón";"De 46 a 55 años";"Extranjera";"No"
"Andalucía";36135;2,01;445198960;12320;"Varón";"De 46 a 55 años";"Extranjera";"No"
"Aragón";12802;1,71;202393152;15809;"Varón";"De 46 a 55 años";"Extranjera";"No"
"Asturias, Principado de";1780;1,58;30249279;16994;"Varón";"De 46 a 55 años";"Extranjera";"No"
"Balears,Illes";11354;1,44;196905173;17342;"Varón";"De 46 a 55 años";"Extranjera";"No"
"Canarias";10112;1,46;131000958;12955;"Varón";"De 46 a 55 años";"Extranjera";"No"
"Cantabria";1718;1,44;27788675;16175;"Varón";"De 46 a 55 años";"Extranjera";"No"
"Castilla y León";8878;1,53;133712576;15061;"Varón";"De 46 a 55 años";"Extranjera";"No"
"Castilla - La Mancha";13361;1,95;183739450;13752;"Varón";"De 46 a 55 años";"Extranjera";"No"
"Cataluña";67292;1,49;1416686237;21053;"Varón";"De 46 a 55 años";"Extranjera";"No"
"Comunitat Valenciana";36910;1,67;542159965;14689;"Varón";"De 46 a 55 años";"Extranjera";"No"
"Extremadura";2148;3,17;22265884;10366;"Varón";"De 46 a 55 años";"Extranjera";"No"
"Galicia";5680;1,47;96413815;16974;"Varón";"De 46 a 55 años";"Extranjera";"No"
"Madrid, Comunidad de";49461;1,41;1166368462;23582;"Varón";"De 46 a 55 años";"Extranjera";"No"
"Murcia, Región de";18419;2;240068390;13034;"Varón";"De 46 a 55 años";"Extranjera";"No"
"Rioja, La";2652;1,73;39712058;14974;"Varón";"De 46 a 55 años";"Extranjera";"No"
"Total";18414;1,31;228435517;12406;"Varón";"De 46 a 55 años";"Extranjera";"Sí"
